country,iso3,label,baseline_local,local_price,variation_local,local_currency,local_range,Date
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-08-16
Ivory Coast,CIV,Apples (1kg),1502.14,1778.11,18.37,CFA,453.59-1315.42,2023-09-24
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-09-24
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-08-13
Ivory Coast,CIV,Apples (1kg),1502.14,1725.0,14.84,CFA,453.59-1315.42,2023-08-13
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-3000,2022-04-10
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-04-10
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-03-19
Ivory Coast,CIV,Apples (1kg),1502.14,1666.67,10.95,CFA,453.59-1315.42,2023-03-19
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-06-05
Ivory Coast,CIV,Apples (1kg),1502.14,1711.12,13.91,CFA,500.01-3000,2022-06-05
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-10-04
Ivory Coast,CIV,Apples (1kg),1502.14,1392.86,-7.28,CFA,500.01-1600,2020-10-04
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-11-12
Ivory Coast,CIV,Apples (1kg),1502.14,1740.64,15.88,CFA,453.59-1315.42,2023-11-12
Ivory Coast,CIV,Apples (1kg),1502.14,1740.64,15.88,CFA,453.59-1315.42,2023-12-17
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-12-17
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-10-24
Ivory Coast,CIV,Apples (1kg),1502.14,1375.0,-8.46,CFA,500.01-2000.01,2021-10-24
Ivory Coast,CIV,Apples (1kg),1502.14,1375.0,-8.46,CFA,500.01-1600,2021-08-29
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-08-29
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-1600,2021-01-24
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2021-01-24
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-09-05
Ivory Coast,CIV,Apples (1kg),1502.14,,,NULL,NULL,2021-09-05
Ivory Coast,CIV,Apples (1kg),1502.14,1375.0,-8.46,CFA,500.01-1600,2021-09-05
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-05-09
Ivory Coast,CIV,Apples (1kg),1502.14,1457.14,-3.0,CFA,500.01-1600,2021-05-09
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2024-02-04
Ivory Coast,CIV,Apples (1kg),1502.14,1903.12,26.69,CFA,453.59-1315.42,2024-02-04
Ivory Coast,CIV,Apples (1kg),1502.14,1550.0,3.19,CFA,500.01-3000,2022-02-13
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-02-13
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-11-26
Ivory Coast,CIV,Apples (1kg),1502.14,1740.64,15.88,CFA,453.59-1315.42,2023-11-26
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-05-22
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-3000,2022-05-22
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-05-14
Ivory Coast,CIV,Apples (1kg),1502.14,1644.45,9.47,CFA,453.59-1315.42,2023-05-14
Ivory Coast,CIV,Apples (1kg),1502.14,1725.0,14.84,CFA,453.59-1315.42,2023-06-18
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-06-18
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2024-01-14
Ivory Coast,CIV,Apples (1kg),1502.14,1903.12,26.69,CFA,453.59-1315.42,2024-01-14
Ivory Coast,CIV,Apples (1kg),1502.14,1531.75,1.97,CFA,500.01-3000,2022-04-03
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-04-03
Ivory Coast,CIV,Apples (1kg),1502.14,1666.67,10.95,CFA,999.99-2900.00,2022-12-25
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500.00,2022-12-25
Ivory Coast,CIV,Apples (1kg),1502.14,1463.26,-2.59,CFA,500.01-1600,2021-04-18
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-04-18
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-10-30
Ivory Coast,CIV,Apples (1kg),1502.14,1661.91,10.64,CFA,999.99-3000,2022-10-30
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500.00,2023-01-01
Ivory Coast,CIV,Apples (1kg),1502.14,1666.67,10.95,CFA,999.99-2900.00,2023-01-01
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-05-23
Ivory Coast,CIV,Apples (1kg),1502.14,1448.98,-3.54,CFA,500.01-1600,2021-05-23
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-07-09
Ivory Coast,CIV,Apples (1kg),1502.14,1725.0,14.84,CFA,453.59-1315.42,2023-07-09
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2024-01-07
Ivory Coast,CIV,Apples (1kg),1502.14,1903.12,26.69,CFA,453.59-1315.42,2024-01-07
Ivory Coast,CIV,Apples (1kg),1502.14,1744.45,16.13,CFA,500.01-3000,2022-09-11
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-09-11
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-11-13
Ivory Coast,CIV,Apples (1kg),1502.14,1754.76,16.82,CFA,999.99-3000,2022-11-13
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-05-31
Ivory Coast,CIV,Apples (1kg),1502.14,1533.34,2.08,CFA,1400-1600,2020-05-31
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-05-10
Ivory Coast,CIV,Apples (1kg),1502.14,1533.34,2.08,CFA,1400.00-1600.00,2020-05-10
Ivory Coast,CIV,Apples (1kg),1502.14,1525.0,1.52,CFA,1400-1600,2020-08-09
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-08-09
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-10-25
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-1600,2020-10-25
Ivory Coast,CIV,Apples (1kg),1502.14,1725.0,14.84,CFA,453.59-1315.42,2023-06-04
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-06-04
Ivory Coast,CIV,Apples (1kg),1502.14,1400.0,-6.8,CFA,500.01-1600,2021-06-13
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-06-13
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-3000,2022-04-24
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-04-24
Ivory Coast,CIV,Apples (1kg),1502.14,1725.0,14.84,CFA,453.59-1315.42,2023-08-27
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-08-27
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2021-01-03
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-1600,2021-01-03
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-08-21
Ivory Coast,CIV,Apples (1kg),1502.14,1744.45,16.13,CFA,500.01-3000,2022-08-21
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-06-12
Ivory Coast,CIV,Apples (1kg),1502.14,1711.12,13.91,CFA,500.01-3000,2022-06-12
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-06-21
Ivory Coast,CIV,Apples (1kg),1502.14,1525.0,1.52,CFA,1400-1600,2020-06-21
Ivory Coast,CIV,Apples (1kg),1502.14,1740.64,15.88,CFA,453.59-1315.42,2023-12-03
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-12-03
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-1600,2020-11-29
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-11-29
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-10-29
Ivory Coast,CIV,Apples (1kg),1502.14,1740.64,15.88,CFA,453.59-1315.42,2023-10-29
Ivory Coast,CIV,Apples (1kg),1502.14,1375.0,-8.46,CFA,500.01-2000.01,2021-09-26
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-09-26
Ivory Coast,CIV,Apples (1kg),1502.14,1903.12,26.69,CFA,453.59-1315.42,2024-02-25
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2024-02-25
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-04-23
Ivory Coast,CIV,Apples (1kg),1502.14,1666.67,10.95,CFA,453.59-1315.42,2023-04-23
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-06-19
Ivory Coast,CIV,Apples (1kg),1502.14,1711.12,13.91,CFA,500.01-3000,2022-06-19
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-01-29
Ivory Coast,CIV,Apples (1kg),1502.14,1666.67,10.95,CFA,453.59-1315.42,2023-01-29
Ivory Coast,CIV,Apples (1kg),1502.14,1400.0,-6.8,CFA,500.01-1600,2021-08-01
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-08-01
Ivory Coast,CIV,Apples (1kg),1502.14,1375.0,-8.46,CFA,500.01-2000.01,2021-10-10
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-10-10
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-06-11
Ivory Coast,CIV,Apples (1kg),1502.14,1725.0,14.84,CFA,453.59-1315.42,2023-06-11
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-07-02
Ivory Coast,CIV,Apples (1kg),1502.14,1725.0,14.84,CFA,453.59-1315.42,2023-07-02
Ivory Coast,CIV,Apples (1kg),1502.14,1666.67,10.95,CFA,453.59-1315.42,2023-03-12
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-03-12
Ivory Coast,CIV,Apples (1kg),1502.14,1533.34,2.08,CFA,1400-1600,2020-04-19
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-04-19
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500.00,2023-01-22
Ivory Coast,CIV,Apples (1kg),1502.14,1666.67,10.95,CFA,999.99-2900.00,2023-01-22
Ivory Coast,CIV,Apples (1kg),1502.14,1533.34,2.08,CFA,1400-1600,2020-04-12
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-07-23
Ivory Coast,CIV,Apples (1kg),1502.14,1725.0,14.84,CFA,453.59-1315.42,2023-07-23
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-11-15
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-1600,2020-11-15
Ivory Coast,CIV,Apples (1kg),1502.14,1444.44,-3.84,CFA,500.01-3000,2022-01-16
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-01-16
Ivory Coast,CIV,Apples (1kg),1502.14,1525.0,1.52,CFA,1400-1600,2020-08-02
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-08-02
Ivory Coast,CIV,Apples (1kg),1502.14,1375.0,-8.46,CFA,500.01-2000.01,2021-10-03
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-10-03
Ivory Coast,CIV,Apples (1kg),1502.14,1903.12,26.69,CFA,453.59-1315.42,2024-01-28
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2024-01-28
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-10-17
Ivory Coast,CIV,Apples (1kg),1502.14,1375.0,-8.46,CFA,500.01-2000.01,2021-10-17
Ivory Coast,CIV,Apples (1kg),1502.14,1903.12,26.69,CFA,453.59-1315.42,2024-01-21
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2024-01-21
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-06-06
Ivory Coast,CIV,Apples (1kg),1502.14,1400.0,-6.8,CFA,500.01-1600,2021-06-06
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-1600,2021-03-21
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-03-21
Ivory Coast,CIV,Apples (1kg),1502.14,1375.0,-8.46,CFA,500.01-2000.01,2021-10-31
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-10-31
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-05-24
Ivory Coast,CIV,Apples (1kg),1502.14,1533.34,2.08,CFA,1400-1600,2020-05-24
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-07-11
Ivory Coast,CIV,Apples (1kg),1502.14,1400.0,-6.8,CFA,500.01-1600,2021-07-11
Ivory Coast,CIV,Apples (1kg),1502.14,1644.45,9.47,CFA,453.59-1315.42,2023-05-07
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-05-07
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-03-20
Ivory Coast,CIV,Apples (1kg),1502.14,1555.56,3.56,CFA,500.01-3000,2022-03-20
Ivory Coast,CIV,Apples (1kg),1502.14,1551.59,3.29,CFA,500.01-3000,2022-03-06
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-03-06
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-05-30
Ivory Coast,CIV,Apples (1kg),1502.14,1400.0,-6.8,CFA,500.01-1600,2021-05-30
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2024-02-11
Ivory Coast,CIV,Apples (1kg),1502.14,1903.12,26.69,CFA,453.59-1315.42,2024-02-11
Ivory Coast,CIV,Apples (1kg),1502.14,1733.81,15.42,CFA,500.01-3000,2022-08-28
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-08-28
Ivory Coast,CIV,Apples (1kg),1502.14,1744.45,16.13,CFA,999.99-3000,2022-10-09
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-10-09
Ivory Coast,CIV,Apples (1kg),1502.14,1400.0,-6.8,CFA,500.01-1600,2021-08-08
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-08-08
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-06-27
Ivory Coast,CIV,Apples (1kg),1502.14,1400.0,-6.8,CFA,500.01-1600,2021-06-27
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-1600,2020-12-27
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-12-27
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-12-24
Ivory Coast,CIV,Apples (1kg),1502.14,1740.64,15.88,CFA,453.59-1315.42,2023-12-24
Ivory Coast,CIV,Apples (1kg),1502.14,1550.0,3.19,CFA,500.01-3000,2022-02-27
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-02-27
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-03-05
Ivory Coast,CIV,Apples (1kg),1502.14,1666.67,10.95,CFA,453.59-1315.42,2023-03-05
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-11-14
Ivory Coast,CIV,Apples (1kg),1502.14,1375.0,-8.46,CFA,500.01-2000.01,2021-11-14
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-10-11
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-1600,2020-10-11
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-11-20
Ivory Coast,CIV,Apples (1kg),1502.14,1684.29,12.13,CFA,999.99-3000,2022-11-20
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-10-16
Ivory Coast,CIV,Apples (1kg),1502.14,1744.45,16.13,CFA,999.99-3000,2022-10-16
Ivory Coast,CIV,Apples (1kg),1502.14,1744.45,16.13,CFA,999.99-3000,2022-10-23
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-10-23
Ivory Coast,CIV,Apples (1kg),1502.14,1525.0,1.52,CFA,1400-1600,2020-06-28
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-06-28
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-05-28
Ivory Coast,CIV,Apples (1kg),1502.14,1655.96,10.24,CFA,453.59-1315.42,2023-05-28
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-04-16
Ivory Coast,CIV,Apples (1kg),1502.14,1666.67,10.95,CFA,453.59-1315.42,2023-04-16
Ivory Coast,CIV,Apples (1kg),1502.14,1375.0,-8.46,CFA,500.01-2000.01,2021-09-19
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-09-19
Ivory Coast,CIV,Apples (1kg),1502.14,1644.45,9.47,CFA,453.59-1315.42,2023-05-21
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-05-21
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-1600,2021-02-21
Togo,TGO,Apples (1kg),1502.14,1071.42,-28.67,CFA,999.99-999.99,2021-02-21
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-11-22
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-1600,2020-11-22
Ivory Coast,CIV,Apples (1kg),1502.14,1740.64,15.88,CFA,453.59-1315.42,2023-11-05
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-11-05
Ivory Coast,CIV,Apples (1kg),1502.14,1375.0,-8.46,CFA,500.01-2000.01,2021-09-12
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2021-09-12
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-08-14
Ivory Coast,CIV,Apples (1kg),1502.14,1744.45,16.13,CFA,500.01-3000,2022-08-14
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-04-30
Ivory Coast,CIV,Apples (1kg),1502.14,1653.97,10.11,CFA,453.59-1315.42,2023-04-30
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-06-14
Ivory Coast,CIV,Apples (1kg),1502.14,1525.0,1.52,CFA,1400-1600,2020-06-14
Ivory Coast,CIV,Apples (1kg),1502.14,1725.0,14.84,CFA,453.59-1315.42,2023-06-25
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-06-25
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-09-27
Ivory Coast,CIV,Apples (1kg),1502.14,1350.0,-10.13,CFA,500.01-1500,2020-09-27
Ivory Coast,CIV,Apples (1kg),1502.14,1725.0,14.84,CFA,453.59-1315.42,2023-08-06
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-08-06
Ivory Coast,CIV,Apples (1kg),1502.14,1725.0,14.84,CFA,453.59-1315.42,2023-08-20
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,453.59-680.39,2023-08-20
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-1600,2021-02-14
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2021-02-14
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2020-09-06
Ivory Coast,CIV,Apples (1kg),1502.14,1475.0,-1.81,CFA,700.01-1600,2020-09-06
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-07-17
Ivory Coast,CIV,Apples (1kg),1502.14,1744.45,16.13,CFA,500.01-3000,2022-07-17
Ivory Coast,CIV,Apples (1kg),1502.14,1500.0,-0.14,CFA,500.01-1600,2021-01-31
Togo,TGO,Apples (1kg),1502.14,999.99,-33.43,CFA,999.99-999.99,2021-01-31
Togo,TGO,Apples (1kg),1502.14,1166.66,-22.33,CFA,999.99-1500,2022-03-27
Ivory Coast,CIV,Apples (1kg),1502.14,1555.56,3.56,CFA,500.01-3000,2022-03-27
Poland,POL,Apples (1kg),2.97,3.57,20.2,zł,2.01-5,2021-02-07
Poland,POL,Apples (1kg),2.97,,,NULL,NULL,2021-05-16
Poland,POL,Apples (1kg),2.97,3.79,27.5,zł,2.01-5.49,2021-05-16
Poland,POL,Apples (1kg),2.97,3.75,26.36,zł,0.91-2.27,2023-04-09
Poland,POL,Apples (1kg),2.97,3.61,21.48,zł,2.01-5,2021-03-28
Poland,POL,Apples (1kg),2.97,3.74,26.07,zł,2.01-5.4,2021-07-04
Poland,POL,Apples (1kg),2.97,3.26,9.76,zł,2.01-5,2020-07-19
Poland,POL,Apples (1kg),2.97,3.63,22.37,zł,2.01-5,2022-05-01
Poland,POL,Apples (1kg),2.97,3.81,28.28,zł,2.01-5.49,2021-07-18
Poland,POL,Apples (1kg),2.97,3.47,16.69,zł,2.01-5,2020-11-08
Poland,POL,Apples (1kg),2.97,3.25,9.38,zł,2.01-5,2020-07-05
Poland,POL,Apples (1kg),2.97,3.16,6.54,zł,2.01-4.5,2020-05-17
Poland,POL,Apples (1kg),2.97,3.62,21.89,zł,2.01-5,2022-05-29
Poland,POL,Apples (1kg),2.97,3.15,6.06,zł,2.01-25.42,2020-05-03
Poland,POL,Apples (1kg),2.97,3.7,24.58,zł,2.01-5,2022-03-13
Poland,POL,Apples (1kg),2.97,3.64,22.56,zł,2.01-5,2022-07-03
Poland,POL,Apples (1kg),2.97,3.87,30.16,zł,2.01-5.49,2021-11-07
Poland,POL,Apples (1kg),2.97,3.68,23.91,zł,2.01-5,2022-02-06
Poland,POL,Apples (1kg),2.97,3.73,25.59,zł,0.91-2.27,2023-07-30
Poland,POL,Apples (1kg),2.97,3.68,23.81,zł,2.01-5.49,2021-05-02
Poland,POL,Apples (1kg),2.97,3.63,22.08,zł,2.01-5,2022-05-15
Poland,POL,Apples (1kg),2.97,2.97,0.0,zł,2-3.99,2020-02-09
Poland,POL,Apples (1kg),2.97,3.59,20.88,zł,2.01-5,2021-03-14
Poland,POL,Apples (1kg),2.97,3.4,14.48,zł,2.01-5,2020-09-20
Poland,POL,Apples (1kg),2.97,3.69,24.29,zł,2.01-5,2022-11-06
Poland,POL,Apples (1kg),2.97,3.73,25.69,zł,0.91-2.27,2023-02-05
Poland,POL,Apples (1kg),2.97,3.67,23.42,zł,2.01-5,2022-07-31
Poland,POL,Apples (1kg),2.97,3.44,15.82,zł,2.01-5,2020-10-18
Poland,POL,Apples (1kg),2.97,3.96,33.24,zł,2.01-6,2021-11-28
Poland,POL,Apples (1kg),2.97,3.68,23.91,zł,2.01-5,2022-08-07
Poland,POL,Apples (1kg),2.97,3.2,7.74,zł,2.01-4.5,2020-06-07
Poland,POL,Apples (1kg),2.97,3.64,22.56,zł,2.01-5,2022-06-26
Poland,POL,Apples (1kg),2.97,3.13,5.48,zł,2.01-25.82,2020-04-26
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-12-10
Poland,POL,Apples (1kg),2.97,3.78,27.18,zł,2.01-6,2022-01-02
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2024-02-18
Poland,POL,Apples (1kg),2.97,3.9,31.31,zł,2.01-5.49,2021-11-21
Poland,POL,Apples (1kg),2.97,3.7,24.48,zł,2.01-5.00,2023-01-08
Poland,POL,Apples (1kg),2.97,3.73,25.59,zł,0.91-2.27,2023-10-22
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-03-26
Poland,POL,Apples (1kg),2.97,4.08,37.28,zł,2.01-6,2021-12-26
Poland,POL,Apples (1kg),2.97,3.85,29.53,zł,2.01-5.49,2021-08-22
Poland,POL,Apples (1kg),2.97,3.36,12.99,zł,2.01-5,2020-08-30
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-04-02
Poland,POL,Apples (1kg),2.97,3.59,20.88,zł,2.01-5,2021-03-07
Poland,POL,Apples (1kg),2.97,3.7,24.72,zł,0.91-2.27,2023-09-03
Poland,POL,Apples (1kg),2.97,3.68,23.91,zł,2.01-5,2022-12-11
Poland,POL,Apples (1kg),2.97,3.7,24.58,zł,2.01-5.00,2023-01-15
Poland,POL,Apples (1kg),2.97,3.55,19.43,zł,2.01-5,2021-01-10
Poland,POL,Apples (1kg),2.97,3.85,29.49,zł,2.01-5.49,2021-07-25
Poland,POL,Apples (1kg),2.97,3.73,25.59,zł,0.91-2.27,2023-10-15
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-02-26
Poland,POL,Apples (1kg),2.97,3.74,26.07,zł,0.91-2.27,2023-02-19
Poland,POL,Apples (1kg),2.97,3.79,27.61,zł,2.01-5.49,2021-06-20
Poland,POL,Apples (1kg),2.97,3.64,22.66,zł,2.01-5,2022-07-24
Poland,POL,Apples (1kg),2.97,3.39,14.19,zł,2.01-5,2020-09-13
Poland,POL,Apples (1kg),2.97,4.04,35.88,zł,2.01-6,2021-12-05
Poland,POL,Apples (1kg),2.97,4.06,36.8,zł,2.01-6,2021-12-12
Poland,POL,Apples (1kg),2.97,3.7,24.48,zł,2.01-5,2022-11-27
Poland,POL,Apples (1kg),2.97,3.53,18.86,zł,2.01-5,2020-12-20
